country,treatment,categorynum,motive_selfimage,motive_harm,motive_detection,motive_reputation,contact_prob_own,reward,reward_prob,reward_USD,exp_reward_USD,socialdesirability,empathy_score,protectedvalues,owner_income,contact_prob_other,lost_wallet,lost_phone,lost_keys,found_wallet,found_phone,found_keys,appro_cheattaxes,appro_keepwallet,appro_claimbenefits,appro_parkdamage,nomoney,midmoney,nokey,highmoney,countryFE,money_in_wallet,money_in_wallet_int,RESTRICTED_SAMPLE
"UK",4,5,10,10,10,10,100,10,.1,15.823529,1.582353,4.5,2.4285715,3,0,70,0,1,0,0,0,0,-2,1,-2,-2,0,0,0,1,2,58.5,1,1
"UK",4,4,10,10,10,10,100,0,0,0,0,1.6666666,2.1428571,3,0,100,1,1,1,1,1,1,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",1,2,0,0,5,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,2,8.5,1,1
"UK",1,5,10,10,10,10,100,50,.2,79.117645,15.823529,2.6666667,2.2857144,3.25,2,100,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",4,4,10,8,0,10,100,10,.2,15.823529,3.164706,1.1666666,2.2857144,3,0,80,1,0,1,1,0,0,-1,-2,-2,-1,0,0,0,1,2,58,1,1
"UK",2,2,8,10,0,9,100,10,.2,15.823529,3.164706,.5,2,3,1,100,1,0,0,1,0,0,-1,-2,-2,-1,0,0,1,0,2,0,0,0
"UK",2,3,10,10,10,10,100,2,.1,3.164706,.31647059,3.1666667,2,6,0,100,0,1,1,0,0,0,-2,-2,-2,-2,0,0,1,0,2,58.5,0,0
"UK",3,3,8,10,10,8,100,10,0,15.823529,0,4.6666665,2.4285715,6,1,20,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",1,3,5,4,3,7,100,10,0,15.823529,0,3.3333333,2.1428571,4,-1,80,0,0,0,0,0,1,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,4,10,10,10,10,100,5,.60000002,7.9117646,4.7470589,3.1666667,2.4285715,2.75,2,60.000004,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",4,4,10,10,0,8,100,5,.1,7.9117646,.7911765,2.3333333,2.2857144,3,3,50,1,0,0,0,0,0,-2,-2,-2,-1,0,0,0,1,2,58,1,1
"UK",4,2,10,10,0,10,100,5,.1,7.9117646,.7911765,2.3333333,1.8571428,2.75,1,60.000004,0,0,1,1,0,0,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",2,5,4,1,8,4,50,1,0,1.582353,0,1.5,2.2857144,3,2,50,1,0,0,0,0,1,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",3,4,8,8,3,8,100,50,.1,79.117645,7.9117646,.83333331,2.7142856,2.25,1,60.000004,0,0,1,1,0,0,-1,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",1,4,0,9,10,0,100,1,0,1.582353,0,4.5,1.7142857,4.25,1,90,1,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",2,3,6,9,2,6,100,10,0,15.823529,0,1.3333334,2.4285715,3.75,1,90,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,0,0,0
"UK",2,1,7,3,3,3,80,2,.1,3.164706,.31647059,1.5,1.5714285,3.5,1,50,0,0,0,0,0,1,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",2,3,8,2,0,6,100,2,.1,3.164706,.31647059,1.8333334,2.2857144,4.5,1,70,0,1,1,1,0,0,-2,-2,-1,-1,0,0,1,0,2,8.5,1,1
"UK",1,1,10,8,0,7,80,5,.1,7.9117646,.7911765,2,1.5714285,3,1,60.000004,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,2,10,10,1,0,100,5,.1,7.9117646,.7911765,2,1.4285715,4.25,1,50,0,0,0,1,1,0,-2,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",1,3,10,5,0,0,100,1,0,1.582353,0,2.3333333,1.7142857,3.75,0,50,0,0,1,0,0,0,-2,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",2,2,10,7,3,6,100,2,.2,3.164706,.63294119,2.1666667,1.7142857,4.25,1,80,0,1,0,0,1,0,-1,-1,-2,-1,0,0,1,0,2,8,1,1
"UK",1,4,10,10,9,9,100,5,.1,7.9117646,.7911765,3.1666667,1.8571428,1.75,1,70,1,0,1,1,1,1,-2,-2,-2,-1,0,1,0,0,2,7.85,0,0
"UK",3,2,8,10,8,6,100,5,0,7.9117646,0,2.6666667,2.1428571,2.75,1,80,0,1,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",4,2,10,10,10,8,100,10,.1,15.823529,1.582353,2.8333333,2.2857144,5.75,2,60.000004,0,1,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",2,3,7,4,7,7,100,1,0,1.582353,0,1.6666666,2.1428571,3.5,3,50,1,0,1,0,1,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,1,10,10,0,10,100,5,0,7.9117646,0,2.3333333,2,3.25,0,100,0,0,0,0,1,0,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",3,1,10,6,7,6,100,0,0,0,0,4.3333335,2.7142856,3,3,50,0,0,0,0,0,0,-1,-2,-1,-1,1,0,0,0,2,0,1,1
"UK",2,5,8,8,0,9,80,19.5,.1,30.855883,3.0855882,2.8333333,1.8571428,4.75,2,30.000002,1,0,1,1,0,0,-2,-2,-2,-1,0,0,1,0,2,9.5,0,0
"UK",1,5,10,9,10,10,100,8,.5,12.658824,6.329412,3.1666667,1.7142857,3.25,3,90,1,1,1,0,0,0,1,-2,-1,-1,0,1,0,0,2,8.5,1,1
"UK",3,1,10,10,10,10,100,10,1,15.823529,15.823529,4.6666665,2.2857144,3.25,2,60.000004,0,0,1,0,0,0,1,-2,-1,-2,1,0,0,0,2,0,1,1
"UK",4,5,10,9,7,10,100,5,.2,7.9117646,1.582353,3.5,2.1428571,5,0,70,0,0,0,1,0,0,-2,-2,-2,-1,0,0,0,1,2,37.5,0,0
"UK",2,1,10,6,6,7,100,1,0,1.582353,0,3,2.2857144,3.5,1,70,0,0,0,0,0,0,-1,-2,-1,-1,0,0,1,0,2,8.5,1,1
"UK",2,1,10,5,10,8,100,0,0,0,0,3.1666667,1.7142857,3.25,2,90,1,0,1,1,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",2,1,8,3,10,9,100,5,.1,7.9117646,.7911765,3.6666667,1.4285715,4,0,70,0,0,1,0,1,1,1,1,-1,-2,0,0,1,0,2,8.300000000000001,1,1
"UK",1,5,10,10,2,10,100,10,.40000001,15.823529,6.329412,3.1666667,2.2857144,4.5,0,60.000004,1,0,1,1,0,0,-1,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",4,3,10,6,10,8,80,5,.2,7.9117646,1.582353,3,2.1428571,4.5,1,60.000004,1,0,1,0,0,1,-2,-1,1,-1,0,0,0,1,2,58.07,1,1
"UK",1,3,10,10,10,10,100,13,.5,20.570589,10.285295,3,2,3,3,100,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",4,3,10,8,7,8,100,5,0,7.9117646,0,3.3333333,2.1428571,2.75,2,90,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,1,2,58.05,1,1
"UK",1,3,10,6,0,0,100,2,.1,3.164706,.31647059,3.1666667,2,4.25,1,90,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",4,3,10,10,10,10,100,20,.5,31.647058,15.823529,3.5,1.7142857,4.5,1,80,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",1,3,10,7,0,10,100,8,0,12.658824,0,2.5,2.1428571,4.25,0,50,1,1,1,1,0,1,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",4,3,10,7,0,10,100,20,0,31.647058,0,2.1666667,2.7142856,4.25,3,50,0,0,0,1,1,1,-1,-2,-2,-1,0,0,0,1,2,58,1,1
"UK",1,4,7,4,5,6,80,5,.1,7.9117646,.7911765,2,1.7142857,2.75,1,70,0,0,0,0,0,0,-1,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",3,3,3,7,7,3,80,5,.1,7.9117646,.7911765,2.1666667,2.5714285,5,0,50,0,0,0,0,0,0,-2,-2,-1,-1,1,0,0,0,2,0,1,1
"UK",4,1,5,7,0,5,100,5,.2,7.9117646,1.582353,4.6666665,2.8571429,3.75,0,100,1,0,1,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58.53,1,1
"UK",3,3,5,10,0,5,100,5,0,7.9117646,0,1.5,2,3,0,100,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,5,10,10,10,10,100,48.200001,1,76.269409,76.269409,3.5,2.2857144,0,3,100,1,1,1,1,1,1,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",4,2,7,6,3,9,100,10,.1,15.823529,1.582353,2.6666667,2.2857144,3.25,1,50,0,0,0,1,0,0,-1,-2,-1,-2,0,0,0,1,2,58.5,1,1
"UK",2,3,7,7,3,5,100,0,.5,0,0,3.1666667,2.1428571,3.5,0,100,1,0,0,1,0,0,-2,-2,-2,-2,0,0,1,0,2,0,0,0
"UK",3,2,10,10,5,5,80,1,0,1.582353,0,3.1666667,2.1428571,3.75,1,50,0,0,0,0,1,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",4,3,10,10,10,8,100,0,0,0,0,1.8333334,2.4285715,3,2,100,1,0,0,0,0,0,1,-2,-1,1,0,0,0,1,2,58.5,1,1
"UK",4,3,10,9,9,9,100,5,0,7.9117646,0,3.3333333,1.7142857,5.25,2,80,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",4,5,10,9,10,10,100,0,0,0,0,3.6666667,2,4.25,2,10,0,0,1,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",4,4,9,6,7,5,80,5,.1,7.9117646,.7911765,3,2,4.25,1,30.000002,0,1,0,1,0,0,-1,-2,-1,-2,0,0,0,1,2,54,0,0
"UK",4,3,10,8,2,10,100,5,.1,7.9117646,.7911765,3.1666667,2.1428571,4.5,1,90,0,0,0,0,0,0,-1,-2,-2,-1,0,0,0,1,2,58.5,1,1
"UK",3,5,9,7,8,4,100,10,.2,15.823529,3.164706,1.3333334,2,3.25,2,60.000004,0,0,1,1,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",1,3,10,10,5,7,100,2,0,3.164706,0,3.1666667,2.4285715,6,0,50,0,0,1,1,0,1,-2,-2,-2,-2,0,1,0,0,2,8,1,1
"UK",4,4,0,7,2,2,90,10,.1,15.823529,1.582353,3.1666667,2.1428571,2,-1,40,0,0,1,0,0,0,-1,-2,-2,-1,0,0,0,1,2,58,1,1
"UK",2,4,5,10,9,9,100,1,0,1.582353,0,2,2.5714285,3.25,2,90,0,0,0,1,0,1,-1,-1,-1,-1,0,0,1,0,2,8.5,1,1
"UK",1,3,10,10,10,10,100,10,.2,15.823529,3.164706,1.6666666,1.7142857,3.75,2,50,0,0,1,1,0,0,-1,1,-1,-1,0,1,0,0,2,8.5,1,1
"UK",1,5,0,10,1,10,100,5,0,7.9117646,0,2.6666667,2,5.5,1,90,1,0,0,1,0,0,-2,-2,-2,-2,0,1,0,0,2,8.52,1,1
"UK",1,1,3,3,2,3,50,5,0,7.9117646,0,2.1666667,1.8571428,2.25,0,50,0,0,0,0,0,0,-1,-2,-2,-1,0,1,0,0,2,8,1,1
"UK",2,3,10,5,10,10,100,1,0,1.582353,0,3.5,2.2857144,4.5,-1,80,1,0,1,1,0,0,-2,-2,-2,-1,0,0,1,0,2,8.5,1,1
"UK",3,3,10,10,5,10,100,5,.1,7.9117646,.7911765,1.6666666,1.7142857,4.75,1,70,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,3,9,7,1,6,100,5,.5,7.9117646,3.9558823,3.5,2,4.25,1,70,0,0,0,1,0,0,-2,-2,-2,1,1,0,0,0,2,0,1,1
"UK",4,3,0,7,0,0,100,0,0,0,0,3.1666667,2.1428571,6,3,50,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",1,3,10,10,5,10,100,5,0,7.9117646,0,4.1666665,2.2857144,4.5,2,80,1,0,1,1,1,1,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,2,3,6,3,4,80,5,.1,7.9117646,.7911765,2.1666667,2,3.25,1,80,0,0,0,0,0,0,-1,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",3,5,10,10,10,10,100,5,0,7.9117646,0,2.1666667,2,5.25,0,100,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,4,10,10,10,10,100,20,.40000001,31.647058,12.658824,4.1666665,2.2857144,6,0,90,0,0,0,0,0,1,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,1,2,7,1,1,90,10,0,15.823529,0,3.1666667,2,2,1,80,1,0,0,0,0,0,-1,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",1,1,0,8,5,8,80,1,.1,1.582353,.1582353,1.8333334,1.5714285,5,1,80,0,0,1,0,0,0,-1,-2,-2,-2,0,1,0,0,2,5.75,0,0
"UK",1,5,10,10,3,6,100,2,0,3.164706,0,1.5,1.8571428,3.75,1,90,1,1,1,0,1,1,-1,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",2,1,10,6,8,10,100,1,0,1.582353,0,4,2.7142856,3.75,-2,90,1,0,0,0,0,0,1,-2,-1,-1,0,0,1,0,2,8.32,1,1
"UK",2,4,8,7,4,6,100,1,.1,1.582353,.1582353,1.6666666,1.7142857,3.5,1,80,1,1,1,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",1,1,5,7,2,5,90,2,.2,3.164706,.63294119,1.3333334,2,3.75,0,10,0,0,1,0,0,0,1,-2,-1,-1,0,1,0,0,2,9.5,0,0
"UK",4,3,0,5,0,5,100,5,.1,7.9117646,.7911765,4.1666665,1.8571428,6,3,0,0,0,0,0,1,1,-2,-1,-2,-2,0,0,0,1,2,58,1,1
"UK",4,2,10,10,10,10,100,10,0,15.823529,0,4.3333335,2.2857144,6,0,50,0,0,1,0,0,0,-1,-2,-2,-2,0,0,0,1,2,50,0,0
"UK",4,1,5,6,1,2,70,10,.1,15.823529,1.582353,2.5,2.2857144,3,2,70,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,1,2,56,0,0
"UK",1,1,4,6,3,2,60.000004,1,0,1.582353,0,1.8333334,1.8571428,4,0,50,0,0,1,0,0,0,-1,-2,-2,-1,0,1,0,0,2,5,0,0
"UK",4,2,10,10,7,8,100,10,.2,15.823529,3.164706,2.8333333,2.2857144,5.75,0,60.000004,0,0,1,1,0,0,-1,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",3,4,7,9,5,9,100,10,.5,15.823529,7.9117646,2.5,1.8571428,4.25,1,70,0,1,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,4,10,9,7,9,100,10,.1,15.823529,1.582353,1.8333334,2.1428571,4.75,2,50,0,0,1,1,0,1,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,5,10,10,10,10,100,1,0,1.582353,0,3.1666667,2.2857144,5.75,2,100,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,1,8,9,5,8,90,5,.2,7.9117646,1.582353,3,2.2857144,3.25,1,80,0,0,1,1,0,0,-2,-2,-1,-1,1,0,0,0,2,57,0,0
"UK",4,2,10,10,5,4,100,5,0,7.9117646,0,3.6666667,1.8571428,5,0,70,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",1,5,0,5,0,0,0,10,.1,15.823529,1.582353,1.8333334,2,2.75,0,50,1,0,0,0,0,0,-2,-1,-2,-1,0,1,0,0,2,8.529999999999999,1,1
"UK",3,2,10,10,5,10,100,5,.1,7.9117646,.7911765,3.8333333,2.1428571,5,2,90,0,0,0,1,1,1,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,4,10,9,2,7,100,5,.5,7.9117646,3.9558823,3.3333333,1.5714285,4.25,1,80,0,0,0,0,1,0,-1,-2,-1,-1,1,0,0,0,2,0,1,1
"UK",2,3,10,6,10,10,100,0,.2,0,0,4,2.1428571,5.75,3,50,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8,1,1
"UK",1,5,7,7,3,7,100,10,.5,15.823529,7.9117646,2.6666667,2.2857144,3.25,0,50,0,0,0,1,1,1,-1,-2,-2,-2,0,1,0,0,2,0,0,0
"UK",2,1,9,6,9,10,100,5,.2,7.9117646,1.582353,3.5,2.1428571,3.75,0,80,0,0,0,0,0,0,1,-2,-2,1,0,0,1,0,2,0,0,0
"UK",2,2,0,9,8,10,100,1,0,1.582353,0,3.6666667,2,1.75,1,10,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.75,1,1
"UK",1,5,10,10,10,10,100,20,.30000001,31.647058,9.4941177,2.8333333,2.5714285,4.25,2,80,0,0,0,0,0,1,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",4,1,10,8,5,6,80,10,.2,15.823529,3.164706,2.5,2.2857144,3.5,1,70,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",4,5,4,8,6,8,80,10,.5,15.823529,7.9117646,1.8333334,2.1428571,3.5,1,70,0,0,0,0,0,0,-1,1,-1,-2,0,0,0,1,2,58,1,1
"UK",3,4,5,8,8,6,100,5,0,7.9117646,0,2,2.1428571,3.75,1,100,0,0,0,0,1,0,1,-1,-2,-1,1,0,0,0,2,8.5,0,0
"UK",4,2,9,10,8,10,100,10,.1,15.823529,1.582353,2.5,2.5714285,3.75,1,50,1,0,0,0,0,0,-2,-1,-2,-1,0,0,0,1,2,58,1,1
"UK",4,2,10,8,0,5,100,5,.1,7.9117646,.7911765,.83333331,2,5.5,2,100,0,0,1,1,1,1,-1,-2,-1,-2,0,0,0,1,2,58.5,1,1
"UK",1,4,1,10,1,0,100,10,0,15.823529,0,4.5,1.5714285,6,0,100,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,2,8.5,1,1
"UK",3,3,10,10,10,10,100,5,0,7.9117646,0,2.3333333,2.2857144,3.5,1,70,0,0,0,1,0,0,-1,-2,-1,-2,1,0,0,0,2,0,1,1
"UK",3,3,0,8,4,8,90,5,.2,7.9117646,1.582353,2.6666667,2.1428571,4.25,1,90,0,1,0,1,1,1,-1,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",2,2,8,3,7,7,90,5,.1,7.9117646,.7911765,2,1.7142857,3.25,1,10,0,0,0,1,0,0,-1,-2,-2,-1,0,0,1,0,2,8.5,1,1
"UK",1,5,10,10,5,0,100,2,0,3.164706,0,4.1666665,1.4285715,4.25,0,70,0,0,0,1,0,1,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,3,10,10,3,10,100,5,.2,7.9117646,1.582353,2,2.4285715,2,0,60.000004,1,0,1,0,0,1,1,-2,-1,1,0,1,0,0,2,8.5,1,1
"UK",1,5,10,10,10,10,100,0,0,0,0,4.6666665,2.2857144,6,2,0,1,0,0,1,1,0,-2,-2,-2,-2,0,1,0,0,2,2.5,0,0
"UK",1,2,7,8,4,4,70,10,.2,15.823529,3.164706,1.1666666,2.1428571,3,1,60.000004,0,0,0,0,0,0,1,-2,-1,-1,0,1,0,0,2,8.5,1,1
"UK",2,2,10,3,3,8,100,1,0,1.582353,0,4.1666665,1.2857143,3.5,1,50,1,1,1,0,1,0,-2,-2,-2,-2,0,0,1,0,2,8.050000000000001,1,1
"UK",4,4,10,10,8,8,100,10,.1,15.823529,1.582353,1.8333334,2.1428571,3,0,80,0,0,0,0,0,0,-2,-1,-2,-2,0,0,0,1,2,58,1,1
"UK",1,1,9,2,6,7,100,5,0,7.9117646,0,3.3333333,2.1428571,5,1,80,1,0,0,0,1,0,-1,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,3,10,7,2,0,100,5,0,7.9117646,0,2.8333333,1.8571428,5.25,0,80,0,0,0,1,0,1,-2,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",2,4,10,10,10,10,90,13,0,20.570589,0,2.1666667,2.2857144,3.25,2,50,0,1,0,0,0,0,1,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",1,4,4,8,0,6,90,0,0,0,0,2.8333333,2.2857144,4,2,20,1,0,1,0,0,0,1,-2,1,-1,0,1,0,0,2,8.5,1,1
"UK",1,1,10,10,6,7,100,5,.5,7.9117646,3.9558823,1.5,2.4285715,5,2,90,0,0,0,0,1,1,-2,-2,-1,-2,0,1,0,0,2,8.5,1,1
"UK",3,2,10,8,5,9,100,5,.40000001,7.9117646,3.164706,3,1.8571428,3.75,1,80,0,0,1,0,0,0,-1,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",3,4,8,5,8,8,100,5,.40000001,7.9117646,3.164706,2.6666667,2.1428571,3,0,10,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,8.300000000000001,0,0
"UK",3,5,10,8,4,5,40,20,.1,31.647058,3.164706,2,2.2857144,4.5,1,60.000004,1,0,0,1,0,0,-1,-2,-1,-1,1,0,0,0,2,0,1,1
"UK",2,4,0,10,1,2,100,1,0,1.582353,0,4,1.7142857,5.25,2,70,0,0,1,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,3,10,8,9,10,100,5,.1,7.9117646,.7911765,3.1666667,2.2857144,5.25,2,70,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",4,4,10,10,10,10,100,5,.1,7.9117646,.7911765,3.3333333,2,5.5,2,80,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",3,4,8,10,9,10,100,5,.1,7.9117646,.7911765,2.8333333,2.4285715,3.5,2,70,1,1,1,1,0,1,-2,-1,-2,-2,1,0,0,0,2,0,1,1
"UK",3,5,3,8,9,10,100,10,0,15.823529,0,2.5,2.2857144,3.75,2,80,0,0,0,1,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",1,4,5,7,0,0,80,5,.5,7.9117646,3.9558823,3,1.8571428,3.25,-1,80,1,0,1,0,0,0,1,-2,-2,-1,0,1,0,0,2,6,0,0
"UK",2,1,10,5,1,9,100,1,0,1.582353,0,1.6666666,1.7142857,4.25,1,50,1,0,1,1,1,0,-2,-2,-2,-2,0,0,1,0,2,8,1,1
"UK",4,1,5,8,5,5,100,5,0,7.9117646,0,1.5,1.8571428,3,1,100,0,0,0,0,0,0,1,-1,1,-1,0,0,0,1,2,58,1,1
"UK",1,4,10,8,10,9,90,1,0,1.582353,0,2,2,3,1,60.000004,0,0,0,0,0,0,-1,-2,-1,-2,0,1,0,0,2,8.5,1,1
"UK",4,4,10,10,0,0,100,10,0,15.823529,0,3,2.2857144,4.25,0,50,0,0,1,1,0,0,-2,-2,-2,-2,0,0,0,1,2,0,0,0
"UK",1,1,10,5,5,10,100,5,0,7.9117646,0,3,1.7142857,3.5,1,60.000004,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,2,8.5,1,1
"UK",2,3,8,3,2,3,100,1,.30000001,1.582353,.4747059,1.5,2.1428571,3.25,0,60.000004,1,0,1,1,0,0,-1,-2,-2,-2,0,0,1,0,2,8.6,1,1
"UK",1,5,10,10,10,10,100,1,0,1.582353,0,3.8333333,1.8571428,6,1,0,1,0,0,1,1,1,-2,-2,-2,-2,0,1,0,0,2,8,1,1
"UK",1,4,10,10,10,10,100,5,.1,7.9117646,.7911765,3.3333333,2.1428571,3.25,3,0,0,0,1,0,0,0,-1,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",3,1,0,6,0,0,100,0,0,0,0,1.6666666,1.7142857,1,0,30.000002,0,0,1,1,1,1,2,-2,-1,-1,1,0,0,0,2,0,1,1
"UK",3,5,5,4,4,5,100,5,.1,7.9117646,.7911765,2.1666667,1.8571428,4,3,40,0,0,0,0,0,0,-2,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",1,5,10,5,7,8,100,1,0,1.582353,0,2.6666667,1.7142857,3,-2,50,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8,1,1
"UK",1,3,6,6,3,6,60.000004,5,.2,7.9117646,1.582353,1.5,2,4.25,2,50,1,0,1,0,0,0,-1,2,-1,-1,0,1,0,0,2,8.5,1,1
"UK",2,2,0,10,6,10,100,5,.1,7.9117646,.7911765,3.3333333,2.5714285,3.25,1,30.000002,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,0,0,0
"UK",4,5,10,7,5,5,100,5,0,7.9117646,0,1.3333334,1.8571428,5.25,0,50,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",2,2,10,5,8,9,100,2,0,3.164706,0,2.3333333,2,3.25,2,70,0,0,0,0,0,0,-1,-2,-2,-1,0,0,1,0,2,8.5,1,1
"UK",3,5,8,7,5,8,100,5,.1,7.9117646,.7911765,1.1666666,1.7142857,2.25,1,90,1,1,0,0,0,0,-1,-2,-1,-1,1,0,0,0,2,0,1,1
"UK",1,1,10,7,6,10,100,5,.1,7.9117646,.7911765,1.8333334,2.2857144,3.5,2,60.000004,1,1,1,1,0,1,1,2,-2,-1,0,1,0,0,2,8.300000000000001,1,1
"UK",4,2,0,9,4,5,80,10,0,15.823529,0,2.1666667,2.2857144,4.25,2,80,0,0,0,0,0,0,-1,-2,-2,-1,0,0,0,1,2,58,1,1
"UK",2,4,10,4,5,5,100,5,.2,7.9117646,1.582353,1.5,2.1428571,4.75,1,70,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.25,1,1
"UK",4,1,0,6,3,7,100,10,.2,15.823529,3.164706,3.3333333,2.5714285,3.5,1,20,1,1,1,1,1,1,-2,-2,-2,-2,0,0,0,1,2,57,0,0
"UK",3,3,3,7,6,5,80,20,.60000002,31.647058,18.988235,2.1666667,2,3.5,2,60.000004,1,0,0,0,0,0,-1,-1,-2,-1,1,0,0,0,2,0,1,1
"UK",3,5,9,8,9,8,80,20,.89999998,31.647058,28.482351,2.6666667,2.4285715,3.25,2,90,1,1,1,1,1,1,-2,-2,-2,-2,1,0,0,0,2,30,0,0
"UK",3,1,0,10,7,8,100,5,.1,7.9117646,.7911765,1.8333334,2.1428571,3.75,0,10,1,0,1,1,1,1,-2,-1,-2,-1,1,0,0,0,2,0,1,1
"UK",2,2,2,2,2,2,50,8.5,.1,13.45,1.345,1.5,1.4285715,3.25,0,10,0,0,1,0,0,0,-1,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,4,10,10,0,0,100,10,.1,15.823529,1.582353,3.1666667,1.8571428,5.75,1,70,0,0,0,1,0,0,-1,-2,-1,-1,0,0,0,1,2,58.5,1,1
"UK",3,4,5,7,5,5,70,10,.30000001,15.823529,4.7470589,3,2.1428571,3.25,1,50,0,0,0,1,0,0,-1,-1,-1,-1,1,0,0,0,2,0,1,1
"UK",4,4,10,10,5,5,100,10,0,15.823529,0,1.8333334,1.7142857,3.75,0,80,1,0,0,1,0,1,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
