D,P,Q,R,U,W,X,Y,Z
0,-0.5573597705573932,0,0,1,0,0.5739854925707777,-5.021767561964928,0
1,-1.8802684955658067,1,1,0,1,0.9951105940167688,0.3393412778520079,1
0,2.6441407150004577,0,0,0,1,-2.0903218424057814,-1.3779273711952902,0
1,1.4340830990950113,1,0,1,0,0.048964157415462395,-10.587638209260056,0
1,-1.1420682454833104,1,1,0,1,2.478531986414758,1.6564287007941114,1
1,0.3543307002581959,1,1,0,0,0.09919132179520451,-3.9112888617753345,0
0,0.14535101194221844,0,1,1,0,-0.3793079392643848,-4.464664363025676,1
1,-0.5975756756843563,1,1,1,0,1.1810193513630864,-5.663282661061453,1
1,1.2887405485635197,1,1,0,0,0.8554008309484904,-4.4840824390919884,0
1,0.9916579804335411,0,1,1,1,2.83153810269431,0.8187103105620249,1
1,-0.8360844029458622,1,0,0,0,0.6180215352012505,-4.744388330165684,0
0,1.0003584287559038,0,0,0,1,-0.39903706899089153,2.897327556213633,1
0,1.2882557072359624,0,0,0,1,-1.445288878236438,-0.7446890961812129,0
0,-0.6191104837188801,0,0,0,0,1.2556341854627977,-0.8765035671993768,0
1,0.4295022030759243,0,0,1,1,2.580201192091834,-1.223456628066339,1
0,0.7380076554247109,0,0,1,0,-1.0907773375782095,-4.0897709702536345,1
1,1.4684142394114041,1,1,1,0,-0.8848501378980373,-8.341782140077195,1
1,0.569220937666475,1,1,1,0,2.5589760600647358,-4.220710824863504,1
1,0.40217365919322684,0,1,0,1,1.188995439048494,1.5805004819280646,0
0,-0.055627083618869644,0,0,0,1,0.13549092888264108,-0.671809757564992,0
1,-0.7171378406498873,1,0,1,0,1.2615673199322508,-6.3759561223750465,1
1,-1.2927369146513454,1,1,0,0,0.5812192911345453,-4.125223806722324,0
1,1.200094031996014,0,0,1,1,-0.25927557441318433,-2.9760975048429303,1
1,-0.09313250372094266,0,1,1,0,3.4106354552872578,-0.9516800352440327,1
0,1.2201247628452427,1,0,0,0,-1.1826690857634268,-5.964512232607927,0
1,-1.3516746231033971,0,1,1,1,2.6167419767823916,0.5225146874825942,1
0,0.5452583708099141,0,0,0,1,-1.0028791042320881,1.7245147317196687,1
1,0.8121279520352849,1,1,0,0,0.05805573067436809,-2.4772997341409537,0
1,-1.3113975315003255,1,1,0,0,1.6927122162764774,-3.25345073263749,0
1,-0.7928976707603225,1,1,0,1,2.8903167840789328,2.2941351679616577,1
0,0.8644604033484362,0,0,0,0,-0.4933098468505338,-2.6511900526755716,0
1,2.21205248159594,1,0,1,0,0.6349107472367725,-7.8315304892642725,1
0,-0.6936747331165799,0,0,1,0,0.5987991493941449,-2.6512069506473472,1
1,-0.7593689190399461,1,1,1,0,4.771197168810868,-4.931899437316091,0
0,0.5755535965614539,0,0,1,1,-0.010221851767420798,-0.7900607679931531,1
1,-0.5270857392380305,0,1,0,1,1.3618675652655843,1.144180548993333,0
1,-1.4291898428690253,1,0,1,0,0.971647095910785,-9.05937646460461,0
0,-0.505298149932134,0,0,0,0,-1.865874998931507,-2.117883354110021,0
1,0.16425453448867533,1,1,0,0,0.5251319971717282,-2.591308230740087,0
1,0.4606211132918502,1,0,1,0,-0.42111274781029084,-9.55462056584218,0
1,1.464486432783028,1,1,1,0,0.7420479909062296,-5.33979185958907,1
1,1.1301975662872643,1,0,1,0,1.0680775316897806,-6.762516998236762,1
0,0.9649826374389291,0,1,0,1,-0.5607687590090377,-0.7378875973046828,0
1,0.7493028797192003,0,0,1,0,1.289089833152092,-5.023031247786654,0
0,1.259926138301334,0,0,1,1,0.4957486702428171,-1.8721082734323384,1
0,1.1289888059250954,0,0,0,1,-1.2513845601876543,1.0309123383221215,1
1,0.02581721686786762,0,0,0,1,0.6086940136385688,-0.19544387607097335,0
1,-0.9909065971056555,0,1,1,1,4.669292520689718,3.960578206782966,1
1,0.018112459535150584,0,0,1,0,1.3465462508158592,-4.078892442560949,0
1,1.1089374732126969,0,1,0,1,1.0227289478462327,2.489046681844999,0
0,0.007576254157082318,0,0,0,1,0.10532146559165892,0.7471413370840465,0
0,0.07363831314246677,0,0,1,1,1.7116083940243958,-1.6583905100929823,1
1,-0.023776231374323324,0,0,1,1,-0.74772018105056,-1.7002166995354888,1
0,0.8942867581409316,0,0,0,1,-0.8779161972018777,-2.7924723324023875,0
0,1.461753974188845,0,0,1,0,-0.9630153036903503,-5.208599866250065,1
0,-1.0800656828741593,0,0,0,1,0.5434192923296729,1.8298302887620013,0
0,1.4990358481853634,0,0,0,1,-2.7039667779594287,-2.1318958361273603,0
1,1.621512106825852,1,1,1,0,-1.1042762988233221,-8.984841434250106,1
1,-0.9107023101301182,1,1,1,0,3.4668573727979246,-4.033052094148476,1
0,-0.26010149544937694,0,0,1,1,1.7336867520508563,0.0353149900620211,1
1,-1.116158360942964,1,1,1,0,2.595209131371717,-7.9578271265151495,0
0,-0.9518152866827214,0,0,0,1,1.8805103944698907,1.2022723250904364,0
1,0.26568352501538933,1,1,0,1,0.8894093654408379,0.9880813779878947,1
1,0.09306029699299136,1,0,1,0,1.7016633167519095,-5.197208432836868,1
1,-1.3718162719890126,0,1,1,0,1.908014744263803,-2.4846894124136902,0
1,-1.123601381145411,0,0,0,1,1.397320190861432,3.9060048601886086,1
1,-0.8514176927263328,0,0,1,0,1.3304885324738178,-1.9082670374311053,1
1,-2.249692158111446,0,0,1,0,3.7957424963801336,0.6925568983695745,1
1,0.14880105266619623,0,1,1,1,1.6551678409545314,-0.9698784853856989,1
1,-0.2512221266007456,1,0,1,0,0.6983407114323841,-6.927159630904459,0
1,-0.9804822340463759,1,1,0,1,0.9032035151063629,0.08153218055353911,1
1,-1.1979503818983235,0,1,1,0,2.3898419431463944,-1.7490030339359122,1
0,0.0209243243238934,0,1,0,1,-0.8527872577412193,2.106653912918485,1
1,-0.6333146725959923,0,1,0,1,2.303938704833353,1.6550930400152706,0
1,-0.7627453909470775,0,1,0,1,2.574035223162994,1.7966464208612232,0
0,-0.19524027853971498,0,1,0,1,1.3376544205396783,0.26178095180464345,0
1,0.1003412180019358,1,0,1,0,0.6928605849891447,-6.951481401514255,1
1,-0.5728227728623957,0,1,1,1,3.856146802736572,-0.5266761135920974,1
0,-1.2949678879325055,0,0,0,1,1.9011542161129782,2.0669996876218666,0
1,-0.7676872961549941,0,0,1,0,1.8546712799025156,-0.6975667867011026,1
1,-0.5871082827860359,0,0,1,1,2.284278003271717,-1.5055268521316956,1
0,0.4729613896123384,0,0,0,1,-1.668371617030011,0.06482226411951686,0
1,1.7096382079898214,1,1,1,0,1.6515988869326446,-5.928089597017535,1
1,-1.2307960634967443,0,0,1,1,2.5467557987029377,0.8040337631537686,1
1,-2.2475532679652686,1,0,0,0,2.9021241180029618,-1.1510847708050138,0
1,-0.8047542389241603,0,0,1,0,0.06173490079534161,-3.3204174337023225,0
1,-0.8301683492225083,1,1,0,1,1.8309263000715859,-1.379148221829566,0
0,-0.2754035730205622,0,0,0,1,0.5243146805440635,0.9490449129632845,0
1,-0.4700082777677028,1,0,0,0,-0.0029054662578252843,-5.459653957934874,0
1,-0.02774719162285399,0,1,1,1,2.7814237794750216,1.2392451104028257,1
1,-2.9315124735338376,0,0,1,1,3.6424109004013925,3.2247322240302196,1
1,0.45633951822622304,0,1,1,0,1.1230149727216603,-3.7324325483235183,1
1,0.19344110373486595,1,1,0,1,1.0587116449399598,-0.40740453899559265,1
1,0.1365358740347919,1,1,1,0,2.337847991432248,-7.115283943438192,0
0,0.1076124125543323,0,0,0,1,-0.9885358736518166,1.2829854852238107,1
1,-0.8263771404043765,1,1,0,0,1.6131427608372757,-2.2568950034289683,0
0,0.8413800900873001,0,0,0,1,-1.6605838491423046,-1.4663150423470142,0
1,2.516409232458745,1,1,0,1,0.03304149020996272,-0.9504331743217563,1
1,-0.6552368922212002,1,1,0,0,0.9917866582952686,-3.046405787932323,0
1,-1.5680001239580852,0,1,1,0,3.5047014200292925,-0.09726161100009645,1
0,-1.0714804889018008,0,1,0,1,2.3419554155383473,1.011073290975753,0
0,2.0885029689874375,0,1,0,1,-1.312711030669197,-0.9782110597732143,0
1,-1.106690630550481,1,1,0,0,1.3425107846671782,-2.5692242387301207,0
0,1.1562819887522426,1,0,1,0,-0.29472308201032515,-7.4159479805815485,1
1,0.5002897421224215,0,0,0,1,1.8764887102299637,5.329176047663327,1
1,-2.1489392755396866,0,1,1,0,2.211425196521476,-1.064785201448974,1
0,0.4173356696029177,0,0,0,1,-0.4682614325015417,3.1913110833174434,1
1,-2.134273106959875,1,1,0,0,2.5878241337109307,2.320606911264347,1
1,2.018154065140878,1,1,1,0,0.03241257912562163,-5.729461615247767,1
0,-1.2253217216619192,1,1,0,0,0.8828851249455076,-3.0226134363845056,0
0,1.6567062236669414,0,1,1,1,0.18898078810211874,-1.364346534070991,1
1,-0.6585027518825227,0,1,0,1,0.8431514646393389,0.12942139372685857,0
1,1.332207525079919,1,1,0,1,-0.5971189704558304,-1.6384722789046966,1
1,-0.19877493029494595,0,0,0,1,0.8519784240572752,1.9227710961595437,0
1,-0.21060639067396508,0,1,1,1,2.1428565077080437,-0.002490133647355508,1
1,-0.13749318700710175,1,1,1,0,3.5135679208433284,-3.3857694417525073,1
1,0.3729244767053508,1,1,0,0,0.8554280784074229,-3.0740940087850057,0
1,-0.41086969929792744,0,1,0,1,2.294324767090502,2.0996724157815585,0
1,-0.1659392038997121,1,0,1,0,0.9022187565318308,-7.265908004962741,0
0,0.8564348257952185,0,0,0,1,-1.0965173888635615,1.843007391216215,1
0,0.4775880474127448,1,0,0,0,-1.3338777099592765,-6.226830084297885,0
0,-0.11702297790200372,1,0,1,0,-0.756143056917232,-9.11036984987913,1
1,-1.3386592176969032,1,1,1,0,4.337832109084216,-2.9245253987119284,1
1,-0.7613607441521283,0,1,0,1,2.2341055684566316,3.2986630696955794,0
1,-1.0197731643777412,0,1,1,1,2.2092128347770177,0.04597052845060179,1
1,-0.9522906290459359,0,1,0,1,2.551982145941171,5.386099018450797,1
0,1.2227093917008656,0,0,1,0,-1.0943661413123345,-7.8737316177093035,0
1,-0.34145089950007845,1,0,1,0,2.463065420666871,-4.3707870607499055,1
0,1.1555805975194735,1,0,0,0,-0.8454285469946616,-4.6620910065376,0
0,1.6869902131653034,1,1,1,0,0.4821929614728176,-9.265064325373594,0
0,-0.6455188713076706,1,0,1,0,0.49310315526409276,-5.264955830943425,1
1,-0.8482803758773113,0,0,0,1,1.4571313427984844,1.0917011236508194,0
1,0.42030049108744827,1,1,0,0,0.3643102477096799,-4.892388124113136,0
0,0.11694657963827235,0,0,0,1,0.20154832274043968,0.3713655187888465,0
0,0.1801719153361467,0,0,0,1,-0.26617501310801805,1.9003981028873738,1
1,0.102939245237659,0,0,1,1,0.6966200755143123,-2.7198533509209066,0
0,0.8620940047805253,0,0,1,0,-0.977589628270744,-5.984895213988956,1
1,-2.03038364552689,0,0,0,1,3.4418721249467525,6.4757035707491095,1
1,-0.9183975045155035,1,1,0,0,1.9449044108820444,-1.615010531636726,0
1,-0.6845510408852501,1,0,1,0,1.8173316894186318,-4.579159835363814,1
0,-0.8525713292031581,0,0,0,1,1.3251904780757888,5.447420497521932,1
0,0.340187988040653,0,1,0,1,-0.2586649407336694,3.126043620364533,1
1,-0.04677320692049875,1,1,0,0,1.0584401126922098,-4.007872778763443,0
1,0.8557053357232763,1,1,0,0,-0.07490807292785492,-4.155139667831941,0
0,-0.004268495886900913,0,0,0,1,0.6563478643455597,0.9400950675645503,0
1,0.6219383475566028,1,1,1,0,1.4807852562120398,-3.835064315575644,1
1,-1.1486505113141325,0,0,1,1,3.417032515654641,0.35330109283804695,1
0,2.308029466622781,0,0,0,1,-1.8533576629339668,1.405307111315012,1
1,-1.4162893114979405,1,1,0,0,1.1233793300363764,-2.8266435034543202,0
1,-0.1581374984030124,1,1,0,0,1.04030670104226,-2.482317984349278,0
1,-0.2623113130100272,0,1,0,1,1.5087863025170904,3.4317466164675867,1
1,0.6499170725569243,1,1,1,0,2.2724816028133428,-4.47264611246473,1
1,0.0028369751480832794,0,0,1,0,0.35621053446646544,-3.6439792114040577,1
1,-2.056501025994382,1,0,0,0,3.31356986236493,-1.4992583800198882,0
0,0.5845394744908003,0,0,0,0,-2.0342705607408744,-2.8117458096073182,0
1,-0.471250364499897,1,1,0,1,0.7528246914844083,-0.6897206449363913,1
1,0.303747373950238,0,0,0,1,0.34528349789993673,2.7833833540153283,1
1,-0.2073755362099407,1,0,0,0,-0.8336763388990092,-4.156340003570787,0
1,-1.0019260877928686,0,0,0,1,1.3205080323152711,3.8964159576872324,1
1,1.2800236418093103,1,0,1,0,1.0980248996016992,-6.7526262751561505,1
0,0.6464886891654347,1,0,0,0,-1.921948347786342,-6.675694634823961,0
1,1.1381058406267313,1,1,1,0,1.4387956266148771,-5.268639277190027,1
0,-0.022348007784556926,1,0,1,0,-0.7765695286932466,-8.77141643862815,1
1,-2.516387975381567,0,0,1,1,3.7285776508100983,0.7273694515479109,1
0,2.002504903455302,1,1,0,0,-1.737950853095441,-6.0150388767124685,0
1,-0.07696910699992969,1,1,1,0,1.4611315969410863,-5.400906187415608,1
1,2.1456728681121624,0,1,0,1,0.4807561165399812,-0.4886293059348079,0
1,0.26295592347062896,1,1,1,0,2.456369056178812,-3.2610054011545095,1
1,0.46348220886374975,1,1,0,1,1.2293688571048338,1.2016419151000242,1
0,0.16351577150107444,0,0,0,1,-0.06186310368440173,-2.74190674456201,0
0,1.3516586491459421,0,0,0,0,0.1536363341620346,-1.9374101168909923,0
0,0.7649651105051729,1,0,1,0,0.33767610196968123,-10.330247662606505,0
1,0.03147758997536536,1,1,1,0,2.67722990722835,-5.069838093299399,1
1,0.7274158982802739,1,1,1,0,0.04629705395372641,-8.842977785947111,1
0,1.8285955894094177,1,0,0,0,-2.4213955994119853,-6.099391057924547,0
1,-0.4506557503657631,1,1,0,0,2.2121115473923094,-2.591426964669472,0
1,-0.37207692995178865,1,0,0,0,-1.002217051709998,-4.2440215429306685,0
1,0.1308728163439625,1,1,1,0,3.320063654410604,-6.4218989198508725,0
1,-0.3005998656231718,0,1,0,1,1.0785798230518444,5.520104745124388,1
1,0.7270829148974673,0,0,1,0,0.3858379587883374,-2.8939082070974216,1
0,0.7442005921159591,0,0,1,1,-0.5688342837146214,-2.2536990715641285,1
0,-0.12401354817007357,0,0,0,1,-0.14187003311260674,2.0996667507060898,1
1,0.10612140389574837,1,1,1,0,2.1843868135642706,-5.330857941000223,1
0,0.20783679898602173,1,1,0,0,-1.0361166962112096,-4.2271137408495845,0
1,-0.08123385380384877,1,1,1,0,2.3491779566140436,-4.0896770780810074,1
0,0.9512090703231114,0,1,0,1,-0.1327785249498455,1.3117066535585877,0
0,0.5119781876455756,1,0,0,0,-1.1366064615666225,-4.745238922166473,0
1,0.9567348349362444,1,1,0,1,0.10534465891071143,-0.39063129433143373,1
1,-3.2552952767562875,0,0,1,0,3.570309166683445,-2.0271883710503307,0
1,-1.2498005295963985,0,1,1,1,2.978357355974033,-0.51736405278279185,1
1,-0.6331651102278789,1,1,0,0,3.031344108745543,-0.9775656432713622,0
0,0.21161311693717016,0,0,1,0,-0.08891457097288269,-2.5547781005335115,1
1,-1.7941634434190203,1,1,1,0,4.460049315992944,-3.065042008618136,1
1,1.5421814217666234,1,1,1,0,1.429498561879277,-4.739021678847139,1
0,0.04103331593028921,1,0,0,0,-1.4086403548580073,-4.626373379381151,0
1,0.6623378675907888,0,1,1,1,0.7653049772952857,-0.7219036412405928,1
1,1.3693531599704034,1,0,1,0,-0.1679872626406694,-8.680434932311712,0
1,-1.3584643931048983,0,1,1,1,5.529041809865616,2.153693016208507,1
1,0.6642707787757379,1,1,1,0,1.1174224672383302,-4.302392716312149,1
1,-1.3456291331161738,1,1,0,1,3.2777169031846265,0.4571640922494433,0
1,-1.395988103699814,1,0,1,0,2.6847052136677787,-5.442320068723514,1
1,0.05596835941636584,1,1,0,0,-0.4340710107487873,-1.9383062077182154,1
1,-0.7451108540085145,1,1,1,0,3.4899624122894637,-2.954142239132623,1
1,0.28285182012307514,1,1,0,1,2.302671687480562,0.3989981261200124,0
1,0.3484666675637781,1,1,0,1,1.6596366397357953,1.1280855583401572,1
0,0.8886345787473255,0,0,0,1,0.745116447354901,-1.1346921087641948,0
1,0.8677467769392231,1,1,1,0,0.9832554022172277,-8.473169023570646,0
0,0.5390958830301628,0,0,1,0,0.627581568738413,-2.726016074063975,1
1,-1.1336813538940205,1,0,1,0,2.7459886925607258,-4.38119092873602,1
1,-0.9753968104662916,1,1,0,0,0.9885034701201189,-4.605444287224103,0
1,-0.8144720150036324,1,0,0,1,1.9740709521349793,-1.059886168392556,0
1,-2.505327936937795,1,1,1,0,3.366838815726209,-3.211574065089366,1
1,1.046320306348956,1,1,1,0,0.26015315363174496,-7.271276080368774,1
1,-0.37568503800122777,0,0,0,1,1.2524221833445859,4.717158300221968,1
1,1.499694815768217,1,1,1,0,1.5437674113144173,-5.486918820669859,1
0,0.17662977621989176,1,0,1,0,0.7479479667013128,-6.314409538116595,1
1,-0.7232761478093083,0,1,0,1,1.322145320995395,1.7643957304758084,0
1,-1.2324045273009239,1,1,0,1,2.9654279496513754,0.160998734587672,0
1,-0.8938358851335578,0,1,0,1,1.7508838827188566,1.982938959034103,0
0,1.500816512945427,0,1,0,1,-0.23346868765668571,3.0821650472637803,1
1,0.06784568088335387,1,1,1,0,1.467272005311672,-5.435016802359782,1
1,-1.1054318122550355,1,0,0,0,2.7866449775984865,-1.7849026058710526,0
1,-0.6191397652787833,0,0,1,0,1.7593518729553344,-4.481435541074283,0
1,0.626846810516571,0,1,1,1,2.2503214466180963,-2.9239781014607757,0
0,-0.2057869186529479,0,0,1,1,0.41054443336953084,-1.0448077583581923,1
1,-0.7639712849642332,0,0,1,0,1.1660383698905354,-1.8034298434902527,1
1,0.17160801744479448,1,1,1,0,1.764530616873272,-4.673788820985168,1
0,-0.9263703238543092,0,0,0,1,0.6544929612252696,3.6468397598464053,1
0,0.0037167422868572475,0,0,1,0,-0.14050125996866092,-3.4994254645023335,1
1,0.36496922565890705,0,0,0,1,0.09454372625718349,-0.3198614862691161,0
0,0.17074532192175162,1,1,0,1,-1.2166064305847626,-1.7050044531152992,1
1,-1.4629193013264208,1,1,1,0,2.9117151070393,-6.800365803950545,0
1,-2.0219126497212483,0,0,1,1,2.155067837969348,-0.4978460004190698,1
1,1.4416660879329917,0,1,1,1,0.4685450427804577,-2.8505973114346883,1
1,-1.9520511283408368,1,0,1,0,1.1401274759825624,-8.238555156779793,0
1,-1.5055018388622528,0,0,0,1,2.765213036225899,3.0260994725436996,0
1,0.21046115306310426,1,1,1,0,1.4577287315855258,-7.748354136989836,0
1,-0.5082633477998022,1,1,1,0,2.32535156095567,-5.086322406711977,1
1,-0.02824955104065506,1,1,1,0,4.5430592322247545,-2.934954267245865,1
0,0.05814734180888217,0,0,1,0,1.406276169875573,-2.4144849452745296,1
1,-1.5541781337950078,1,1,1,0,4.4364565724384875,-1.8323810947610086,1
1,-0.6375033899646716,0,1,0,1,0.8893900700622953,0.2379932529937111,0
0,1.6426485844059788,1,0,0,0,-1.920758832905325,-2.6368744103075716,1
1,0.24044440275487525,1,1,0,1,0.9963115332806526,-1.2470151010666,0
1,0.345869616826957,1,1,0,0,0.7825970307922765,-3.6996446606207933,0
1,-0.7345905287749295,0,1,0,1,2.367004522384485,4.678518292788637,1
1,-0.6227523326905625,0,1,1,1,3.262119032110782,1.4532917796102538,1
1,0.8963719449500648,1,1,1,0,-0.014773787161500351,-6.233415770027426,1
0,0.5073882079336353,0,0,0,1,0.06714661075248418,1.0718147100064117,0
1,-0.07941738893132119,1,1,0,1,0.8951829403970007,1.0116930093496057,1
0,0.9829209308248632,0,1,0,1,0.693576914573905,3.024944099470103,1
1,-1.1502810606492146,1,1,0,1,0.38160620293719316,-0.2976330085939938,1
1,-1.3957012461767222,0,0,0,1,2.3284408065254807,5.621552888825246,1
1,-0.4953476379539603,1,1,1,0,3.838666963546145,-5.131457783921031,0
1,-0.1230598809777119,1,1,1,0,0.13853441053333926,-9.75025869567628,0
1,-0.9368383534572896,1,1,0,1,1.384613264919158,0.5897882474426814,1
1,-0.19699295487190407,1,1,1,1,2.7191833037453095,-2.932167618283396,1
1,0.09459549629214405,0,0,1,1,2.849284650910546,-0.674331358934975,1
0,0.5551948730060192,0,0,0,1,-0.5735163040809735,-1.3402899675657074,0
1,0.1699690553098448,1,1,1,0,3.5783470140122677,-3.5723344750375556,1
1,-0.5562313966185988,0,0,1,0,1.4025608634795377,-1.770034737404774,1
1,-0.03723044059407966,1,1,1,0,3.112023987124217,-3.6809348625483675,1
0,1.7968295039593014,0,1,1,1,0.7904565956681425,-1.8764078903257553,1
1,-1.8379803192286195,0,0,0,1,0.9959049384233453,3.3475351479121436,1
1,-0.4066731807886677,0,0,1,1,2.8353308438185056,-1.9957462604567404,1
1,-0.4053043760494798,0,1,1,0,0.9798221712620596,-4.60920954260163,0
0,-0.5912030140685582,1,0,1,0,-0.18097715565087658,-9.164088956236728,0
1,-1.1941300547112919,1,1,0,1,3.1639399773685737,1.3744922490977647,1
0,-0.79256385065178,0,0,0,1,0.4546278680694246,4.736706958950074,1
1,-0.3522922467086463,1,0,1,0,1.6446214047499967,-3.6726692097945177,1
0,-0.46961537196987513,1,0,0,0,-0.7022118670004928,-2.648081119627338,0
1,-1.7480151559559365,1,1,1,0,4.132833214550706,-2.4250561684960616,1
1,-0.2735271547217027,0,0,1,0,1.4250581047010802,-2.7524476118421344,1
0,-0.09642214148684647,1,0,0,0,0.18041141137212596,-4.748013143322219,0
1,-0.34940183102399014,1,1,0,0,-0.19212150285641405,-4.398432401041326,0
1,-0.522408265630672,0,0,1,1,1.9054007454594988,-1.692703821386973,1
1,-0.03913332895303195,1,1,0,1,1.6491454618792774,0.8140802140751698,1
1,0.5505344143291319,1,1,0,0,0.4343297285168724,-4.08580207303986,0
1,-0.00896831310192493,1,1,0,0,1.5525665585275328,-3.3822662021677825,0
1,-1.3921809994181589,0,0,0,1,2.2424700229264682,3.630496631723852,0
1,0.7184151164133328,0,0,1,0,-0.13398047054277584,-3.078824340239191,1
1,1.4157391624972369,1,1,1,0,0.28579619151738084,-5.3288585877121974,1
0,0.9948388868711942,1,0,1,0,-1.3737331633887986,-8.008426154031882,1
1,0.40885240008045787,1,1,1,0,2.2861017812132016,-4.167182996874359,1
0,1.2784607127670706,0,0,0,1,-1.847354423431282,-1.7676832545934678,0
1,0.8777610062881753,0,0,1,1,1.1733917536451277,-2.0011192181180606,1
1,-0.026327477623158315,1,0,0,0,0.1247777186920173,-5.228737882892066,0
1,-1.3674761129808266,1,0,0,0,0.9256224493638985,0.09105867503810744,1
0,0.9026131821656984,0,1,1,1,1.163386182985271,-1.7391467719423122,1
1,0.9141329502769493,0,1,0,1,0.8442820556747641,-0.029075473424461484,0
1,-2.1892306525658083,1,1,1,0,3.256514135841857,-5.973083860154259,0
0,1.2923201131476285,0,0,1,1,0.637888898684898,-3.124624564707631,0
1,-0.9244939502678732,0,1,1,0,2.588779681383653,-0.58076877798877,1
0,1.8534510628862533,0,0,1,1,-0.5769836622552225,-1.454164796008874,1
1,1.3765474412902758,1,1,1,0,0.32865072339774365,-6.844324909143158,1
1,-0.920498355434775,0,0,1,0,2.57258265954071,-3.9319746184008224,0
1,-0.8858180892023036,1,1,1,0,4.520623221608108,-1.842220903047285,1
1,-0.11964859755289316,0,1,1,1,1.3133251843525757,-0.6986531314969145,1
0,2.0655786810660377,0,0,1,0,-1.127805063092673,-5.172210940057515,0
0,-0.23910385198585316,0,0,0,1,-0.8205035773290975,-0.35240864310830744,0
1,-0.5873119199692938,0,0,0,1,0.6115200014745273,4.327816015609736,1
1,-0.21077195277148464,1,1,1,0,3.2054747089991653,-1.953637670388148,1
1,-0.8149125493668959,1,1,1,0,2.5888146473622835,-4.1470911876035315,1
1,-1.2544562952635268,1,0,0,1,4.0211290427017214,-0.022171536099375236,0
0,0.5528107677431039,1,1,1,0,-0.21023934457314142,-6.3515845352816775,1
1,-1.5772785466461903,0,0,1,1,1.751163923059483,0.15796360539374543,1
1,-0.32161650704023864,0,0,0,1,0.29273660668394474,3.3013875436046103,1
1,1.058979863034267,1,1,0,0,-0.408048478592243,-4.089280554416874,0
1,1.0283497808106357,0,1,1,0,0.14256738560368154,-3.7896922444158405,1
1,-0.9488627677085825,1,1,1,0,1.6484425569436998,-4.726730831963818,1
0,-1.0962679647441413,0,0,1,1,1.9609775789688793,-0.7050554798360994,1
0,0.24267155432089835,1,1,0,0,-0.1441010900907419,-3.737227166883936,0
1,0.8956541529014326,1,1,0,0,-0.9120881457020658,-2.2935068280150595,1
1,0.023962060202915893,0,0,0,1,1.7146840608168252,6.412340310053308,1
1,-0.04743484402072421,0,0,1,1,3.175072352668863,0.1023239984748055,1
1,-0.891302363476916,1,1,0,0,1.279781944484945,-4.667348399844489,0
0,-0.22602616921186056,0,0,0,1,-1.1848972498046988,-0.7820587994056218,0
0,-0.8401140874150996,0,0,0,1,0.18216162636780042,3.1538702981525937,1
1,1.0800495022167687,1,1,1,0,1.3402597451713407,-8.95374861538332,0
1,-1.1917659530782234,1,0,0,0,1.8380445708820845,-2.659259627234053,0
1,-1.055938889754376,0,0,1,0,2.5986821858606537,-2.104299864157478,1
1,-0.7287914518729659,0,1,1,0,2.7609835330387233,-5.649356728726506,0
0,1.139246623522208,0,0,1,0,0.627314159367563,-5.4615343125891895,0
1,-0.7566217730054839,1,0,0,0,1.465769859926705,-2.581095023420839,0
1,-2.2738133143865595,1,0,1,0,3.97209790716123,-2.492542147470025,1
0,0.09864039197315481,0,0,1,0,0.7068254431393409,-5.538727671375995,0
0,-0.04757748007673927,0,0,1,0,0.07099842664026645,-2.788632711470216,1
0,1.4365361094890212,0,0,0,1,-0.7431965398951929,-0.21736450085668513,0
1,-0.4126191848274754,1,0,1,0,1.439830723297094,-6.30030630555897,1
0,0.3816948325151104,0,0,1,1,-0.2724763055247049,-4.640471981293931,1
0,-0.8222235641160426,1,0,0,1,0.2353656426727122,-0.4136660097937418,1
1,-0.535051713519295,1,1,0,0,-0.14965767315701828,-4.075639325586265,0
0,0.5179924812391434,0,0,0,1,0.5049349630834137,3.8572292727588193,1
0,0.45148684845164544,1,0,0,1,-0.06104397965558167,-0.5679583499900348,1
0,2.766125913113699,0,1,0,1,-2.1820065973858034,-2.5001310425855117,0
1,0.47303008720181966,1,1,1,0,1.2262012199856924,-5.388046232252257,1
1,0.011435198235376302,0,1,0,1,0.24904896206237237,2.297133373548923,1
1,0.6375528384687591,1,1,1,0,0.13832499665845743,-11.82557791703621,0
1,-0.1643011468868176,0,1,1,1,1.5302767346464594,-1.5532435575656214,1
1,0.03892522056353167,0,1,0,1,1.5269133255389096,0.9499590665155412,0
0,0.9786682596712155,0,0,0,1,-1.6853398707003586,1.5779910060290163,1
1,1.9518083168272446,1,0,1,0,-0.8385576438264317,-12.062375607429148,0
1,0.2571490258980205,1,1,0,1,0.19985127460160512,-1.7021225642656348,1
0,0.6989287804656299,0,0,0,1,-0.5635206921248159,-0.16580915851706352,0
1,-0.870273182121371,1,0,1,0,2.3855647229791073,-4.735448208729441,1
1,0.39658330315566986,1,1,0,0,0.3093448480485984,-3.7344213670943076,0
1,0.18458104856783228,1,1,0,1,1.2720975943328148,-1.190782722835369,1
0,1.1668600081299605,0,0,0,1,-0.9467275075665695,-2.1073989853490724,0
1,-1.3177275861376971,0,0,1,1,1.8797735445202521,-1.0837677918032766,1
1,-0.9288028916593564,1,1,1,1,3.982143967897466,-3.015570591452149,1
0,0.798279915483848,0,0,0,1,-0.16892599636654526,0.5976215184198599,0
1,1.0107609802466162,0,1,1,1,3.1626453488811532,-1.047609867770635,1
